node_id,law_id,article,law_name,sector,out_degree,in_degree,out_weight,in_weight,unique_laws_cited,unique_laws_citing,pagerank,betweenness
ley-que-crea-la-agencia-espacial-mexicana::15,ley-que-crea-la-agencia-espacial-mexicana,15,ley-que-crea-la-agencia-espacial-mexicana,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-que-crea-la-agencia-espacial-mexicana::17,ley-que-crea-la-agencia-espacial-mexicana,17,ley-que-crea-la-agencia-espacial-mexicana,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-para-el-fomento-de-la-microindustria-y-la-actividad-artesanal::1o,ley-federal-para-el-fomento-de-la-microindustria-y-la-actividad-artesanal,1o,ley-federal-para-el-fomento-de-la-microindustria-y-la-actividad-artesanal,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-para-el-fomento-de-la-microindustria-y-la-actividad-artesanal::12,ley-federal-para-el-fomento-de-la-microindustria-y-la-actividad-artesanal,12,ley-federal-para-el-fomento-de-la-microindustria-y-la-actividad-artesanal,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-para-el-fomento-de-la-microindustria-y-la-actividad-artesanal::13,ley-federal-para-el-fomento-de-la-microindustria-y-la-actividad-artesanal,13,ley-federal-para-el-fomento-de-la-microindustria-y-la-actividad-artesanal,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-para-el-fomento-de-la-microindustria-y-la-actividad-artesanal::37,ley-federal-para-el-fomento-de-la-microindustria-y-la-actividad-artesanal,37,ley-federal-para-el-fomento-de-la-microindustria-y-la-actividad-artesanal,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-para-el-fomento-de-la-microindustria-y-la-actividad-artesanal::45,ley-federal-para-el-fomento-de-la-microindustria-y-la-actividad-artesanal,45,ley-federal-para-el-fomento-de-la-microindustria-y-la-actividad-artesanal,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-federal-para-el-fomento-de-la-microindustria-y-la-actividad-artesanal::33,ley-federal-para-el-fomento-de-la-microindustria-y-la-actividad-artesanal,33,ley-federal-para-el-fomento-de-la-microindustria-y-la-actividad-artesanal,unknown,6,0,7,0,6,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::1o,ley-de-desarrollo-rural-sustentable,1o,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::3o,ley-de-desarrollo-rural-sustentable,3o,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::5o,ley-de-desarrollo-rural-sustentable,5o,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::12,ley-de-desarrollo-rural-sustentable,12,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::13,ley-de-desarrollo-rural-sustentable,13,ley-de-desarrollo-rural-sustentable,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::14,ley-de-desarrollo-rural-sustentable,14,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::22,ley-de-desarrollo-rural-sustentable,22,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::23,ley-de-desarrollo-rural-sustentable,23,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::27,ley-de-desarrollo-rural-sustentable,27,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::28,ley-de-desarrollo-rural-sustentable,28,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::32,ley-de-desarrollo-rural-sustentable,32,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::33,ley-de-desarrollo-rural-sustentable,33,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::59,ley-de-desarrollo-rural-sustentable,59,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::68,ley-de-desarrollo-rural-sustentable,68,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::71,ley-de-desarrollo-rural-sustentable,71,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::102,ley-de-desarrollo-rural-sustentable,102,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::115,ley-de-desarrollo-rural-sustentable,115,ley-de-desarrollo-rural-sustentable,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::118,ley-de-desarrollo-rural-sustentable,118,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::127,ley-de-desarrollo-rural-sustentable,127,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::144,ley-de-desarrollo-rural-sustentable,144,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::146,ley-de-desarrollo-rural-sustentable,146,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::148,ley-de-desarrollo-rural-sustentable,148,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::156,ley-de-desarrollo-rural-sustentable,156,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::157,ley-de-desarrollo-rural-sustentable,157,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::158,ley-de-desarrollo-rural-sustentable,158,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::175,ley-de-desarrollo-rural-sustentable,175,ley-de-desarrollo-rural-sustentable,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::176,ley-de-desarrollo-rural-sustentable,176,ley-de-desarrollo-rural-sustentable,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::188,ley-de-desarrollo-rural-sustentable,188,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::189,ley-de-desarrollo-rural-sustentable,189,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::190,ley-de-desarrollo-rural-sustentable,190,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-desarrollo-rural-sustentable::191,ley-de-desarrollo-rural-sustentable,191,ley-de-desarrollo-rural-sustentable,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-que-establece-bases-para-la-ejecucion-en-mexico-por-el-poder-ejecutivo-federal-del-convenio-constitutivo-de-la-asociacion-internacional-de-fomento::1o,ley-que-establece-bases-para-la-ejecucion-en-mexico-por-el-poder-ejecutivo-federal-del-convenio-constitutivo-de-la-asociacion-internacional-de-fomento,1o,ley-que-establece-bases-para-la-ejecucion-en-mexico-por-el-poder-ejecutivo-federal-del-convenio-constitutivo-de-la-asociacion-internacional-de-fomento,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-que-establece-bases-para-la-ejecucion-en-mexico-por-el-poder-ejecutivo-federal-del-convenio-constitutivo-de-la-asociacion-internacional-de-fomento::11,ley-que-establece-bases-para-la-ejecucion-en-mexico-por-el-poder-ejecutivo-federal-del-convenio-constitutivo-de-la-asociacion-internacional-de-fomento,11,ley-que-establece-bases-para-la-ejecucion-en-mexico-por-el-poder-ejecutivo-federal-del-convenio-constitutivo-de-la-asociacion-internacional-de-fomento,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-pesca-y-acuacultura-sustentables::1o,ley-general-de-pesca-y-acuacultura-sustentables,1o,ley-general-de-pesca-y-acuacultura-sustentables,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-pesca-y-acuacultura-sustentables::3o,ley-general-de-pesca-y-acuacultura-sustentables,3o,ley-general-de-pesca-y-acuacultura-sustentables,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-pesca-y-acuacultura-sustentables::7o,ley-general-de-pesca-y-acuacultura-sustentables,7o,ley-general-de-pesca-y-acuacultura-sustentables,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-pesca-y-acuacultura-sustentables::9o,ley-general-de-pesca-y-acuacultura-sustentables,9o,ley-general-de-pesca-y-acuacultura-sustentables,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-general-de-pesca-y-acuacultura-sustentables::10,ley-general-de-pesca-y-acuacultura-sustentables,10,ley-general-de-pesca-y-acuacultura-sustentables,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-pesca-y-acuacultura-sustentables::13,ley-general-de-pesca-y-acuacultura-sustentables,13,ley-general-de-pesca-y-acuacultura-sustentables,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-pesca-y-acuacultura-sustentables::29,ley-general-de-pesca-y-acuacultura-sustentables,29,ley-general-de-pesca-y-acuacultura-sustentables,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-pesca-y-acuacultura-sustentables::45,ley-general-de-pesca-y-acuacultura-sustentables,45,ley-general-de-pesca-y-acuacultura-sustentables,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-pesca-y-acuacultura-sustentables::46,ley-general-de-pesca-y-acuacultura-sustentables,46,ley-general-de-pesca-y-acuacultura-sustentables,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-pesca-y-acuacultura-sustentables::56,ley-general-de-pesca-y-acuacultura-sustentables,56,ley-general-de-pesca-y-acuacultura-sustentables,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-pesca-y-acuacultura-sustentables::61,ley-general-de-pesca-y-acuacultura-sustentables,61,ley-general-de-pesca-y-acuacultura-sustentables,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-pesca-y-acuacultura-sustentables::101,ley-general-de-pesca-y-acuacultura-sustentables,101,ley-general-de-pesca-y-acuacultura-sustentables,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-pesca-y-acuacultura-sustentables::103,ley-general-de-pesca-y-acuacultura-sustentables,103,ley-general-de-pesca-y-acuacultura-sustentables,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-pesca-y-acuacultura-sustentables::120,ley-general-de-pesca-y-acuacultura-sustentables,120,ley-general-de-pesca-y-acuacultura-sustentables,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-pesca-y-acuacultura-sustentables::127,ley-general-de-pesca-y-acuacultura-sustentables,127,ley-general-de-pesca-y-acuacultura-sustentables,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-pesca-y-acuacultura-sustentables::131,ley-general-de-pesca-y-acuacultura-sustentables,131,ley-general-de-pesca-y-acuacultura-sustentables,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-general-de-pesca-y-acuacultura-sustentables::134,ley-general-de-pesca-y-acuacultura-sustentables,134,ley-general-de-pesca-y-acuacultura-sustentables,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-pesca-y-acuacultura-sustentables::135,ley-general-de-pesca-y-acuacultura-sustentables,135,ley-general-de-pesca-y-acuacultura-sustentables,unknown,1,0,1,0,1,0,0.00041301,0.0
