node_id,law_id,article,law_name,sector,out_degree,in_degree,out_weight,in_weight,unique_laws_cited,unique_laws_citing,pagerank,betweenness
ley-nacional-de-ejecucion-penal::73,ley-nacional-de-ejecucion-penal,73,ley-nacional-de-ejecucion-penal,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-de-ejecucion-penal::74,ley-nacional-de-ejecucion-penal,74,ley-nacional-de-ejecucion-penal,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-de-ejecucion-penal::118,ley-nacional-de-ejecucion-penal,118,ley-nacional-de-ejecucion-penal,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-de-ejecucion-penal::146,ley-nacional-de-ejecucion-penal,146,ley-nacional-de-ejecucion-penal,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-de-ejecucion-penal::147,ley-nacional-de-ejecucion-penal,147,ley-nacional-de-ejecucion-penal,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-de-ejecucion-penal::161,ley-nacional-de-ejecucion-penal,161,ley-nacional-de-ejecucion-penal,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-de-ejecucion-penal::163,ley-nacional-de-ejecucion-penal,163,ley-nacional-de-ejecucion-penal,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-de-ejecucion-penal::173,ley-nacional-de-ejecucion-penal,173,ley-nacional-de-ejecucion-penal,unknown,1,0,2,0,1,0,0.00041301,0.0
ley-nacional-de-ejecucion-penal::207,ley-nacional-de-ejecucion-penal,207,ley-nacional-de-ejecucion-penal,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::1o,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,1o,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::2o,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,2o,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::10,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,10,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::19,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,19,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::21,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,21,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::32,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,32,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::36,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,36,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::37,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,37,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::42,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,42,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::46,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,46,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::47,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,47,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::49,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,49,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::58,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,58,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::62,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,62,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::71,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,71,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::72,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,72,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::73,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,73,ley-reglamentaria-de-las-fracciones-i-y-ii-del-articulo-105-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,9,0,13,0,9,0,0.00041301,0.0
ley-del-servicio-militar::1º,ley-del-servicio-militar,1º,ley-del-servicio-militar,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-del-servicio-militar::3º,ley-del-servicio-militar,3º,ley-del-servicio-militar,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-del-servicio-militar::63,ley-del-servicio-militar,63,ley-del-servicio-militar,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-del-servicio-militar::7º,ley-del-servicio-militar,7º,ley-del-servicio-militar,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-del-servicio-militar::2º,ley-del-servicio-militar,2º,ley-del-servicio-militar,unknown,10,0,19,0,10,0,0.00041301,0.0
ley-federal-contra-la-delincuencia-organizada::2o,ley-federal-contra-la-delincuencia-organizada,2o,ley-federal-contra-la-delincuencia-organizada,unknown,5,0,5,0,5,0,0.00041301,0.0
ley-federal-contra-la-delincuencia-organizada::7o,ley-federal-contra-la-delincuencia-organizada,7o,ley-federal-contra-la-delincuencia-organizada,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-contra-la-delincuencia-organizada::11,ley-federal-contra-la-delincuencia-organizada,11,ley-federal-contra-la-delincuencia-organizada,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-federal-contra-la-delincuencia-organizada::14,ley-federal-contra-la-delincuencia-organizada,14,ley-federal-contra-la-delincuencia-organizada,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-contra-la-delincuencia-organizada::20,ley-federal-contra-la-delincuencia-organizada,20,ley-federal-contra-la-delincuencia-organizada,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-contra-la-delincuencia-organizada::29,ley-federal-contra-la-delincuencia-organizada,29,ley-federal-contra-la-delincuencia-organizada,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-contra-la-delincuencia-organizada::30,ley-federal-contra-la-delincuencia-organizada,30,ley-federal-contra-la-delincuencia-organizada,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-contra-la-delincuencia-organizada::35,ley-federal-contra-la-delincuencia-organizada,35,ley-federal-contra-la-delincuencia-organizada,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-contra-la-delincuencia-organizada::44,ley-federal-contra-la-delincuencia-organizada,44,ley-federal-contra-la-delincuencia-organizada,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-contra-la-delincuencia-organizada::45,ley-federal-contra-la-delincuencia-organizada,45,ley-federal-contra-la-delincuencia-organizada,unknown,16,0,30,0,16,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::1o,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,1o,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::2o,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,2o,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::3o,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,3o,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::9o,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,9o,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::10,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,10,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::15,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,15,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::17,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,17,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::20,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,20,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::48,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,48,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::61,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,61,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::81,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,81,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::83,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,83,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::88,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,88,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::96,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,96,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::107,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,107,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::108,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,108,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::124,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,124,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::126,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,126,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::128,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,128,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::129,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,129,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::159,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,159,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::166,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,166,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::170,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,170,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::171,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,171,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::202,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,202,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::210,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,210,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::232,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,232,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::234,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,234,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::239,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,239,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::248,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,248,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::261,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,261,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::263,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,263,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::265,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,265,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::266,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,266,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::270,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,270,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos::271,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,271,ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,unknown,13,0,23,0,13,0,0.00041301,0.0
ley-de-educacion-naval::24,ley-de-educacion-naval,24,ley-de-educacion-naval,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-del-sistema-nacional-anticorrupcion::1,ley-general-del-sistema-nacional-anticorrupcion,1,ley-general-del-sistema-nacional-anticorrupcion,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-del-sistema-nacional-anticorrupcion::3,ley-general-del-sistema-nacional-anticorrupcion,3,ley-general-del-sistema-nacional-anticorrupcion,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-del-sistema-nacional-anticorrupcion::13,ley-general-del-sistema-nacional-anticorrupcion,13,ley-general-del-sistema-nacional-anticorrupcion,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-del-sistema-nacional-anticorrupcion::17,ley-general-del-sistema-nacional-anticorrupcion,17,ley-general-del-sistema-nacional-anticorrupcion,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-del-sistema-nacional-anticorrupcion::25,ley-general-del-sistema-nacional-anticorrupcion,25,ley-general-del-sistema-nacional-anticorrupcion,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-del-sistema-nacional-anticorrupcion::26,ley-general-del-sistema-nacional-anticorrupcion,26,ley-general-del-sistema-nacional-anticorrupcion,unknown,1,0,1,0,1,0,0.00041301,0.0
